TIMESTAMP_MIDDLE,BADM_HEIGHTC,CH4,FH2O,FCH4,FN2O,FN2O_L3.1_L3.2_QCF,USTAR,TA_1_1_1,SW_IN_1_1_1,RH_1_1_1,PPFD_IN_1_1_1,FLAG_L3.2_FN2O_L3.1_QCF
9/2/2022 14:15,0.148452,2174.92,5.86847,-2.90767,-0.657122,-0.66137764,0.081197,23.9803,526.427,57.0758,968.796,0
9/2/2022 14:45,0.148452,2170.52,3.01496,-3.55606,-0.394803,-0.38817826,0.284908,23.8445,310.738,56.3875,563.852,1
9/2/2022 15:15,0.148452,2183.59,2.10001,4.79615,-0.450261,-0.4181625,0.12723,22.9946,86.2714,58.7867,158.163,1
9/2/2022 15:45,0.148452,2186.71,1.83896,-21.8888,0.754188,0.7888014,0.224053,22.2116,19.7656,61.9502,38.3308,1
9/2/2022 16:15,0.148452,2145.12,2.69199,15.2743,-0.805944,-0.79868995,0.227184,20.674,22.3763,66.038,54.8027,1
9/2/2022 16:45,0.148452,2137.65,1.73069,9.57143,0.43429,0.43994799,0.180164,19.6709,53.1325,74.1194,98.6481,0
9/2/2022 17:15,0.148452,2131.88,1.18312,-8.2258,-0.696389,-0.69256145,0.216114,19.5152,45.6647,73.5271,81.2039,1
9/2/2022 17:45,0.148452,2122.47,1.08337,-7.20168,0.295092,0.30219054,0.141459,19.3218,25.8643,72.2179,42.3078,1
9/2/2022 18:15,0.148452,2154.74,0.254071,-4.1781,0.43571,0.44096135999999997,0.0740884,18.9263,23.0025,75.7047,33.1692,1
9/2/2022 18:45,0.148452,2147.62,0.394997,-14.6916,-0.478073,-0.47552752,0.154582,18.5744,37.6914,77.0986,50.4658,1
9/2/2022 19:15,0.148452,2150.43,0.130046,11.9591,0.356406,0.3861125,0.130522,17.7887,1.71479,80.0273,2.01304,1
9/2/2022 19:45,0.148452,2135.28,0.322851,-10.8245,-1.18683,,0.0367511,17.1134,0,80.0878,0,2
9/2/2022 20:15,0.148452,2312.88,0.396619,21.9859,-0.733153,,0.177802,15.7261,0,85.7274,0,2
9/2/2022 20:45,0.148452,2281.51,0.326468,28.2172,-0.986579,,0.174298,15.304,0,86.6577,0,2
9/2/2022 21:15,0.148452,2332.83,-0.116452,37.5299,0.339081,0.47191700000000003,0.10124,13.6836,0,92.4011,0,1
9/2/2022 21:45,0.148452,2344.78,-0.528743,-12.3653,4.65676,4.546398,0.166793,14.2856,0,90.7231,0,1
9/2/2022 22:15,0.148452,2445.99,0.176581,-18.7748,0.0256835,,0.0943526,13.5121,0,93.8286,0,2
9/2/2022 22:45,0.148452,2442.73,0.220162,28.761,-0.0789448,,0.183068,13.736,0,94.9555,0,2
9/2/2022 23:15,0.148452,2435.32,0.252205,32.4236,1.47096,1.533778,0.117116,13.2707,0,95.9779,0,1
9/2/2022 23:45,0.148452,2261.01,1.46958,-130.879,-3.10401,,0.0684976,15.0025,0,92.2634,0,2
9/3/2022 0:15,0.148452,2196,0.504565,15.1846,0.668388,0.641017,0.0748446,15.3773,0,89.1846,0,1
9/3/2022 0:45,0.148452,2273.23,0.0432646,-38.4828,-0.463647,-0.3884479,0.127962,15.3355,0,91.2358,0,1
