Daily crop growth at site Oensingen in year 2
Day,Temperature,Precipitation,Irrigation,Radiation,PET,Transpiration,Evaporation,Total_crops,,,,Crop 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   9,      4.20,     22.00,      0.00,      2.36,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  10,      4.35,      2.00,      0.00,      5.59,      0.21,      0.00,      0.21,    610.33,    567.87,    459.68,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  11,      5.00,      2.00,      0.00,      1.40,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  12,      5.55,      0.00,      0.00,      2.37,      0.01,      0.00,      0.01,    610.33,    567.87,    459.68,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  13,      5.25,      8.00,      0.00,      2.41,      0.11,      0.00,      0.11,    610.33,    567.87,    459.68,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  14,      5.15,      0.00,      0.00,      4.37,      0.21,      0.00,      0.21,    610.33,    567.87,    459.68,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  15,      4.85,      3.00,      0.00,      1.28,      0.26,      0.00,      0.26,    610.33,    567.87,    459.68,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  16,      1.05,      2.00,      0.00,      1.85,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  17,      0.50,      4.00,      0.00,      1.65,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  18,     -1.20,      3.00,      0.00,      3.71,      0.00,      0.00,      0.00,    610.33,    567.87,    459.21,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.21,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  19,     -4.35,      0.00,      0.00,      6.23,      0.00,      0.00,      0.00,    610.33,    567.87,    459.21,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.21,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  20,     -5.25,      0.00,      0.00,      5.22,      0.00,      0.00,      0.00,    610.33,    567.87,    459.21,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.21,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  21,     -5.05,      0.00,      0.00,      6.05,      0.16,      0.00,      0.16,    610.33,    567.87,    459.21,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.21,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  22,     -1.10,      0.00,      0.00,      2.51,      0.00,      0.00,      0.00,    610.33,    567.87,    459.21,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.21,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  23,     -0.20,      0.00,      0.00,      0.87,      0.15,      0.00,      0.15,    610.33,    567.87,    459.21,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.21,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  24,      1.40,      0.00,      0.00,      0.84,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  25,      0.60,      0.00,      0.00,      0.87,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  26,     -0.25,      0.00,      0.00,      1.24,      0.00,      0.00,      0.00,    610.33,    567.87,    459.21,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.21,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  27,     -0.60,      0.00,      0.00,      0.97,      0.00,      0.00,      0.00,    610.33,    567.87,    459.21,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.21,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  28,      0.20,      0.00,      0.00,      1.23,      0.23,      0.00,      0.23,    610.33,    567.87,    459.68,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  29,     -1.40,      0.00,      0.00,      2.89,      0.03,      0.00,      0.03,    610.33,    567.87,    459.21,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.21,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  30,     -1.20,      1.00,      0.00,      6.75,      0.18,      0.00,      0.18,    610.33,    567.87,    459.21,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.21,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  31,      1.80,      0.00,      0.00,      7.95,      0.22,      0.00,      0.22,    610.33,    567.87,    459.68,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  32,      3.05,      0.00,      0.00,      5.62,      0.32,      0.00,      0.32,    610.33,    567.87,    459.68,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  33,      5.20,      0.00,      0.00,      4.85,      0.28,      0.00,      0.28,    610.33,    567.87,    459.68,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  34,      4.65,      0.00,      0.00,      7.81,      0.58,      0.00,      0.56,    610.33,    567.87,    459.68,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  35,      4.75,      0.00,      0.00,      4.36,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  36,      0.65,      2.00,      0.00,      2.73,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  37,      1.90,      0.00,      0.00,      4.28,      0.32,      0.00,      0.32,    610.33,    567.87,    459.68,      0.00,         2,    487.75,      0.22,      0.00,      1.00,      0.00,      1.00,      0.79,      0.00,      0.00,      0.00,      0.00,     17.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,    610.33,    567.87,    459.68,      0.00,      6.36,      5.92,      4.79,      0.00,         4,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
