Daily N pools and fluxes at site Oensingen in year 1
,N uptake,,N pools (kg N/ha),,,,,,,,,,,,,,,,N gas fluxes (kg N/ha/day)
Day,Crop,Urea,NH4+,NO3-,exchengeable-NH4,NH4+,NO3-,exchengeable-NH4,NH4+,NO3-,exchengeable-NH4,NH4+,NO3-,exchengeable-NH4,NH4+,NO3-,exchengeable-NH4,NH3,N2O-flux,NO-flux,N2-flux,NH3-flux,NO3-leach,Urea-leach,DON-leach,ION-runoff,Gross N mineralization,N assimilation,Ice_DOC,Ice_N,Ice_N2O,Ice_N2,nitrification,nitrification,nitrification,nitrification,nitrification,denitrification,denitrification,denitrification,denitrification,denitrification,N_fixation,Litter_N,SON0-10cm, SON10-20cm,SON20-30cm,SON30-40cm,SON40-50cm,SON0-10cm, SON10-20cm,SON20-30cm,SON30-40cm,SON40-50cm,
,kgN/ha/day,,0-10cm,0-10cm,0-10cm,10-20cm,10-20cm,10-20cm,20-30cm,20-30cm,20-30cm,30-40cm,30-40cm,30-40cm,40-50cm,40-50cm,40-50cm,0-50cm,,,,,,,,,,,,,,,0-10cm,10-20cm,20-30cm,30-40cm,40-50cm,0-10cm,10-20cm,20-30cm,30-40cm,40-50cm,

   1,   0.00,   0.00,  0.00,  0.45,  0.06,  0.01,  0.42,  0.04,  0.04,  0.29,  0.00,  0.03,  0.18,  0.00,  0.03,  0.15,  0.00,  0.00,0.000000,0.000000,0.000000,    0.00,  0.0000,  0.0000,  0.0000,  0.0000,    0.05,    0.03,    0.00,0.000000,0.000000,0.000000,0.000986,0.000012,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00, 2882.61, 2357.60, 1741.62, 1286.59, 1328.02,  0.0032,  0.0026,  0.0019,  0.0014,  0.0010
   2,   0.00,   0.00,  0.00,  0.44,  0.07,  0.02,  0.41,  0.05,  0.05,  0.29,  0.00,  0.04,  0.18,  0.00,  0.04,  0.15,  0.00,  0.00,0.000233,0.000000,0.000015,    0.00,  0.0000,  0.0000,  0.0000,  0.0000,    0.06,    0.03,    0.00,0.000000,0.000000,0.000000,0.000028,0.000001,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00, 2882.60, 2357.59, 1741.62, 1286.58, 1328.01,  0.0032,  0.0026,  0.0019,  0.0014,  0.0010
   3,   0.00,   0.00,  0.00,  0.44,  0.10,  0.03,  0.41,  0.06,  0.07,  0.29,  0.00,  0.05,  0.18,  0.00,  0.05,  0.15,  0.00,  0.00,0.000590,0.000000,0.000045,    0.00,  0.0000,  0.0000,  0.0000,  0.0000,    0.08,    0.04,    0.00,0.000000,0.000000,0.000000,0.000010,0.000001,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00, 2882.58, 2357.58, 1741.61, 1286.57, 1328.01,  0.0032,  0.0026,  0.0019,  0.0014,  0.0010
   4,   0.00,   0.00,  0.00,  0.45,  0.16,  0.04,  0.40,  0.07,  0.08,  0.28,  0.00,  0.06,  0.17,  0.00,  0.05,  0.15,  0.00,  0.00,0.000590,0.000002,0.000044,    0.00,  0.0010,  0.0000,  0.0000,  0.0000,    0.09,    0.05,    0.00,0.000000,0.000000,0.000000,0.000290,0.000000,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00, 2882.56, 2357.56, 1741.60, 1286.57, 1328.00,  0.0032,  0.0026,  0.0019,  0.0014,  0.0010
   5,   0.00,   0.00,  0.00,  0.53,  0.25,  0.05,  0.39,  0.08,  0.10,  0.28,  0.00,  0.07,  0.17,  0.00,  0.06,  0.14,  0.00,  0.00,0.001031,0.000016,0.000055,    0.00,  0.0018,  0.0000,  0.0000,  0.0000,    0.08,    0.03,    0.00,0.000000,0.000000,0.000000,0.001476,0.000001,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00, 2882.55, 2357.55, 1741.59, 1286.56, 1327.99,  0.0032,  0.0026,  0.0019,  0.0014,  0.0010
   6,   0.00,   0.00,  0.00,  0.53,  0.26,  0.07,  0.39,  0.09,  0.11,  0.28,  0.00,  0.07,  0.17,  0.00,  0.07,  0.14,  0.00,  0.00,0.000870,0.000014,0.000054,    0.00,  0.0000,  0.0000,  0.0000,  0.0000,    0.07,    0.03,    0.00,0.000000,0.000000,0.000000,0.000156,0.000004,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00, 2882.54, 2357.54, 1741.58, 1286.55, 1327.98,  0.0032,  0.0026,  0.0019,  0.0014,  0.0010
   7,   0.00,   0.00,  0.00,  0.52,  0.27,  0.08,  0.38,  0.09,  0.12,  0.27,  0.00,  0.08,  0.17,  0.00,  0.07,  0.14,  0.00,  0.00,0.000870,0.000010,0.000068,    0.00,  0.0000,  0.0000,  0.0000,  0.0000,    0.06,    0.02,    0.00,0.000000,0.000000,0.000000,0.000007,0.000005,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00, 2882.54, 2357.53, 1741.57, 1286.54, 1327.98,  0.0032,  0.0026,  0.0019,  0.0014,  0.0010
   8,   0.00,   0.00,  0.00,  0.55,  0.30,  0.09,  0.38,  0.10,  0.14,  0.27,  0.00,  0.09,  0.17,  0.00,  0.08,  0.14,  0.00,  0.00,0.000651,0.000009,0.000051,    0.00,  0.0011,  0.0000,  0.0000,  0.0001,    0.06,    0.02,    0.00,0.000000,0.000000,0.000000,0.000272,0.000001,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00, 2882.54, 2357.52, 1741.56, 1286.54, 1327.97,  0.0032,  0.0026,  0.0019,  0.0014,  0.0010
   9,   0.00,   0.00,  0.00,  0.65,  0.41,  0.10,  0.37,  0.10,  0.15,  0.26,  0.00,  0.10,  0.16,  0.00,  0.09,  0.14,  0.00,  0.00,0.001567,0.000025,0.000109,    0.00,  0.0023,  0.0000,  0.0000,  0.0001,    0.05,    0.02,    0.00,0.000000,0.000000,0.000000,0.002460,0.000001,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00, 2882.54, 2357.51, 1741.55, 1286.53, 1327.96,  0.0032,  0.0026,  0.0019,  0.0014,  0.0010
  10,   0.00,   0.00,  0.00,  0.65,  0.42,  0.11,  0.37,  0.10,  0.16,  0.26,  0.00,  0.11,  0.16,  0.00,  0.09,  0.14,  0.00,  0.00,0.001158,0.000021,0.000079,    0.00,  0.0000,  0.0000,  0.0000,  0.0000,    0.05,    0.02,    0.00,0.000000,0.000000,0.000000,0.000202,0.000006,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00, 2882.53, 2357.51, 1741.54, 1286.52, 1327.96,  0.0032,  0.0026,  0.0019,  0.0014,  0.0010
